PlayerID,Player,Team,G,GS,QS,CG,SHO,IP,W,L,H,HR,ER,BB,K,HLD,SV,BS,ERA,WHIP,K/9,BB/9,K/BB,HR/9
16059,Daniel Espino,CLE,0,0,0,0,0,1,0,0,1,0,0.55,0.38,1,0,0,0,4.95,1.38,9.00,3.38,2.67,0.00
19253,Carlos Espinosa,LAA,0,0,0,0,0,1,0,0,1.14,0,0.76,0.65,0.94,0,0,0,6.85,1.80,8.47,5.89,1.44,0.00
18389,Jaydenn Estanista,PHI,0,0,0,0,0,1,0,0,0.94,0,0.71,0.81,0.88,0,0,0,6.35,1.76,7.96,7.32,1.09,0.00
16363,Joey Estes,ATH,23,1,0,0,0,28,1,2,29,6,18,9,21,0,0,0,5.79,1.36,6.75,2.89,2.33,1.93
13774,Carlos Estevez,KC,65,0,0,0,0,65,4,5,54,8,27,24,58,0,32,5,3.74,1.20,8.03,3.32,2.42,1.11
14899,Jeremiah Estrada,SD,68,0,0,0,0,67,4,3,56,10,30,30,77,25,4,3,4.03,1.28,10.34,4.03,2.57,1.34
19668,Lazaro Estrada,TOR,17,0,0,0,0,20,1,1,18,3,9,6,17,0,0,0,4.05,1.20,7.65,2.70,2.83,1.35
19319,Logan Evans,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00
20488,Allen Facundo,NYY,0,0,0,0,0,1,0,0,0.91,0,0.5,0.74,0.85,0,0,0,4.50,1.65,7.68,6.62,1.16,0.00
14772,Alex Faedo,FA,0,0,0,0,0,1,0,0,0.93,0,0.48,0.41,0.93,0,0,0,4.35,1.34,8.34,3.73,2.24,0.00
16252,Pete Fairbanks,MIA,62,0,0,0,0,63,4,5,50,6,24,22,61,2,26,5,3.43,1.14,8.71,3.14,2.77,0.86
19943,Yhoiker Fajardo,STL,0,0,0,0,0,1,0,0,1,0,0.47,0.7,0.8,0,0,0,4.25,1.70,7.21,6.33,1.14,0.00
14490,Bailey Falter,KC,40,6,1,0,0,69,2,2,68,11,36,22,47,0,0,0,4.70,1.30,6.13,2.87,2.14,1.43
13035,Buck Farmer,FA,0,0,0,0,0,1,0,0,0.92,0,0.51,0.46,0.92,0,0,0,4.60,1.38,8.32,4.12,2.02,0.00
17427,Thomas Farr,CIN,0,0,0,0,0,1,0,0,1.19,0,0.77,0.53,0.66,0,0,0,6.90,1.72,5.90,4.75,1.24,0.00
13075,Luke Farrell,FA,0,0,0,0,0,1,0,0,1.11,0,0.61,0.48,0.85,0,0,0,5.51,1.59,7.65,4.28,1.79,0.00
19942,Mitch Farris,LAA,7,6,1,0,0,34,1,1,30,4,17,12,29,0,0,0,4.50,1.24,7.68,3.18,2.42,1.06
17582,Calvin Faucher,MIA,65,0,0,0,0,65,3,3,59,7,29,26,61,19,8,3,4.02,1.31,8.45,3.60,2.35,0.97
13346,Erick Fedde,CWS,6,6,2,0,0,32,1,2,30,4,16,12,22,0,0,0,4.50,1.31,6.19,3.38,1.83,1.13
18550,Daniel Federman,BAL,0,0,0,0,0,1,0,0,1.09,0,0.67,0.42,0.91,0,0,0,5.99,1.51,8.18,3.79,2.16,0.00
13770,Brady Feigl,FA,0,0,0,0,0,1,0,0,1.03,0,0.58,0.38,0.94,0,0,0,5.25,1.41,8.43,3.39,2.49,0.00
18744,Angel Felipe,FA,0,0,0,0,0,1,0,0,1.06,0,0.72,0.81,1.03,0,0,0,6.50,1.87,9.30,7.30,1.27,0.00
15928,Ignacio Feliz,FA,0,0,0,0,0,1,0,0,1.05,0,0.95,0.84,1.03,0,0,0,8.57,1.89,9.29,7.55,1.23,0.00
16181,Drake Fellows,NYY,0,0,0,0,0,1,0,0,1.08,0,0.68,0.57,0.78,0,0,0,6.15,1.65,7.05,5.17,1.36,0.00
15541,Ryan Feltner,COL,26,20,5,0,0,114,2,5,114,13,59,47,95,0,0,0,4.66,1.41,7.50,3.71,2.02,1.03
15217,Caleb Ferguson,CIN,50,0,0,0,0,48,2,3,44,4,21,18,46,9,1,3,3.94,1.29,8.63,3.38,2.56,0.75
19462,Tyler Ferguson,ATH,38,0,0,0,0,40,2,2,30,4,17,17,38,8,2,2,3.83,1.18,8.55,3.83,2.24,0.90
20034,Jose Fermin,LAA,0,0,0,0,0,1,0,0,0.9,0,0.51,0.51,1.02,0,0,0,4.59,1.41,9.19,4.59,2.00,0.00
19201,Ryan Fernandez,STL,57,0,0,0,0,60,3,3,55,7,31,25,56,5,1,2,4.65,1.33,8.40,3.75,2.24,1.05
15280,Julian Fernandez,WSH,61,0,0,0,0,61,3,2,51,8,27,21,51,2,1,1,3.98,1.18,7.52,3.10,2.43,1.18
14072,Junior Fernandez,ARI,0,0,0,0,0,1,0,0,1.04,0,0.6,0.59,0.95,0,0,0,5.37,1.63,8.59,5.27,1.63,0.00
17908,Jose A. Ferrer,SEA,66,0,0,0,0,66,4,3,61,6,29,19,56,27,3,5,3.95,1.21,7.64,2.59,2.95,0.82
17938,Jackson Ferris,LAD,0,0,0,0,0,1,0,0,1.05,0,0.66,0.8,0.84,0,0,0,5.93,1.86,7.54,7.24,1.04,0.00
17899,David Festa,MIN,30,5,2,0,0,55,2,3,49,8,28,20,53,0,0,0,4.58,1.25,8.67,3.27,2.65,1.31
15304,Matt Festa,CLE,59,0,0,0,0,59,3,3,48,6,27,24,55,13,2,3,4.12,1.22,8.39,3.66,2.29,0.92
14499,J.P. Feyereisen,LAD,0,0,0,0,0,1,0,0,1.05,0,0.54,0.37,0.89,0,0,0,4.85,1.42,7.97,3.29,2.43,0.00
20283,Colin Fields,DET,0,0,0,0,0,1,0,0,0.93,0,0.52,0.47,0.88,0,0,0,4.68,1.40,7.89,4.19,1.89,0.00
16453,Dylan File,DET,0,0,0,0,0,1,0,0,1.23,0,0.75,0.36,0.65,0,0,0,6.76,1.59,5.88,3.27,1.80,0.00
15866,Kyle Finnegan,DET,63,0,0,0,0,63,4,5,54,7,26,21,56,17,5,5,3.71,1.19,8.00,3.00,2.67,1.00
15473,Braydon Fisher,TOR,51,0,0,0,0,51,3,2,38,5,18,18,53,7,0,2,3.18,1.10,9.35,3.18,2.94,0.88
16112,Evan Fitterer,SD,0,0,0,0,0,1,0,0,1.11,0,0.7,0.79,0.75,0,0,0,6.33,1.90,6.72,7.11,0.95,0.00
17434,Richard Fitts,STL,31,16,4,0,0,102,2,3,90,13,44,36,80,0,0,0,3.88,1.24,7.06,3.18,2.22,1.15
13411,Jack Flaherty,DET,28,28,11,0,0,160,10,11,150,22,75,55,182,0,0,0,4.22,1.28,10.24,3.09,3.31,1.24
16624,Josh Fleming,TOR,0,0,0,0,0,1,0,0,1.19,0,0.61,0.39,0.62,0,0,0,5.48,1.59,5.56,3.55,1.57,0.00
17875,William Fleming,FA,0,0,0,0,0,1,0,0,1.41,0,0.89,0.52,0.69,0,0,0,7.97,1.92,6.17,4.66,1.32,0.00
18726,Jose Fleury,HOU,0,0,0,0,0,1,0,0,0.96,0,0.66,0.61,0.82,0,0,0,5.92,1.57,7.42,5.45,1.36,0.00
14596,Chris Flexen,FA,0,0,0,0,0,1,0,0,1.05,0,0.49,0.38,0.73,0,0,0,4.42,1.42,6.60,3.38,1.95,0.00
20514,Jostin Florentino,CHC,0,0,0,0,0,1,0,0,1.08,0,0.58,0.58,0.85,0,0,0,5.26,1.66,7.62,5.26,1.45,0.00
17862,Wilmer Flores,DET,0,0,0,0,0,1,0,0,1.04,0,0.63,0.51,0.89,0,0,0,5.68,1.55,8.04,4.61,1.74,0.00
19393,Miguel Flores,CLE,0,0,0,0,0,1,0,0,1.48,0,1.43,1.55,0.6,0,0,0,12.83,3.03,5.40,13.95,0.39,0.00
14457,Dylan Floro,FA,0,0,0,0,0,1,0,0,1.06,0,0.53,0.33,0.87,0,0,0,4.75,1.38,7.83,2.95,2.65,0.00
16242,J.C. Flowers,FA,0,0,0,0,0,1,0,0,1.13,0,0.85,0.76,0.81,0,0,0,7.65,1.89,7.29,6.81,1.07,0.00
16740,Ty Floyd,CIN,0,0,0,0,0,1,0,0,0.77,0,0.63,0.65,0.82,0,0,0,5.63,1.43,7.42,5.85,1.27,0.00
16368,Taylor Floyd,FA,0,0,0,0,0,1,0,0,1.18,0,0.77,0.62,0.85,0,0,0,6.92,1.80,7.61,5.54,1.38,0.00
18146,Mason Fluharty,TOR,38,0,0,0,0,38,2,1,29,4,17,16,36,5,1,2,4.03,1.18,8.53,3.79,2.25,0.95
19761,Michael Flynn,TB,0,0,0,0,0,1,0,0,0.99,0,0.63,0.5,0.94,0,0,0,5.67,1.49,8.45,4.54,1.86,0.00
20285,Zach Fogell,BOS,0,0,0,0,0,1,0,0,0.96,0,0.53,0.59,0.92,0,0,0,4.81,1.55,8.25,5.29,1.56,0.00
19591,Connor Foley,ARI,0,0,0,0,0,1,0,0,1.08,0,0.82,0.98,0.98,0,0,0,7.42,2.05,8.78,8.78,1.00,0.00
17098,Jason Foley,SF,14,0,0,0,0,14,1,1,12,1,5,4,11,0,1,1,3.21,1.14,7.07,2.57,2.75,0.64
19911,T.J. Fondtain,TB,0,0,0,0,0,1,0,0,1.01,0,0.62,0.4,0.93,0,0,0,5.57,1.41,8.36,3.64,2.30,0.00
17967,Walter Ford,SEA,0,0,0,0,0,1,0,0,1.51,0,1.03,0.54,0.57,0,0,0,9.27,2.05,5.16,4.90,1.05,0.00
19145,Michael Forret,TB,0,0,0,0,0,1,0,0,0.89,0,0.5,0.57,0.9,0,0,0,4.53,1.47,8.14,5.16,1.58,0.00
16491,Matt Foster,FA,0,0,0,0,0,1,0,0,1.03,0,0.5,0.4,0.96,0,0,0,4.52,1.44,8.66,3.64,2.38,0.00
20426,Cameron Foster,BAL,0,0,0,0,0,1,0,0,1.09,0,0.57,0.52,0.9,0,0,0,5.17,1.61,8.12,4.71,1.72,0.00
16925,Jordan Fowler,PHI,0,0,0,0,0,1,0,0,1.06,0,0.52,0.41,0.78,0,0,0,4.72,1.48,7.00,3.73,1.88,0.00
16179,Dalton Fowler,TB,0,0,0,0,0,1,0,0,0.98,0,0.7,0.66,0.96,0,0,0,6.33,1.64,8.64,5.92,1.46,0.00
18263,J.P. France,HOU,21,0,0,0,0,23,2,2,19,2,10,9,20,0,0,0,3.91,1.22,7.83,3.52,2.22,0.78
16434,Bowden Francis,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00
19027,Carlos Francisco,PHI,0,0,0,0,0,1,0,0,0.95,0,0.73,0.74,0.84,0,0,0,6.54,1.69,7.54,6.66,1.13,0.00
16484,Sadrac Franco,SD,0,0,0,0,0,1,0,0,1.01,0,0.54,0.54,0.89,0,0,0,4.86,1.55,7.97,4.86,1.64,0.00
20466,Jose Franco,CIN,0,0,0,0,0,1,0,0,1,0,0.6,0.7,0.85,0,0,0,5.39,1.70,7.68,6.31,1.22,0.00
20326,Tanner Franklin,STL,0,0,0,0,0,1,0,0,0.94,0,0.46,0.45,0.96,0,0,0,4.16,1.39,8.66,4.05,2.14,0.00
17226,Kohl Franklin,CHC,0,0,0,0,0,1,0,0,1.06,0,0.7,0.55,0.9,0,0,0,6.26,1.61,8.09,4.96,1.63,0.00
20710,Arij Fransen,FA,0,0,0,0,0,1,0,0,1.32,0,1.01,0.9,0.69,0,0,0,9.08,2.23,6.25,8.14,0.77,0.00
16488,Geronimo Franzua,FA,0,0,0,0,0,1,0,0,1.06,0,0.67,0.54,0.98,0,0,0,6.02,1.60,8.81,4.85,1.82,0.00
16881,Nick Frasso,LAD,0,0,0,0,0,1,0,0,1.1,0,0.69,0.6,0.83,0,0,0,6.17,1.70,7.47,5.42,1.38,0.00
19229,Dominic Freeberger,STL,0,0,0,0,0,1,0,0,1.05,0,0.8,0.82,0.91,0,0,0,7.20,1.87,8.18,7.36,1.11,0.00
13369,Kyle Freeland,COL,29,29,14,0,0,170,6,15,201,28,95,40,122,0,0,0,5.03,1.42,6.46,2.12,3.05,1.48
20092,Caleb Freeman,TOR,0,0,0,0,0,1,0,0,0.99,0,0.57,0.69,0.92,0,0,0,5.17,1.68,8.24,6.22,1.32,0.00
15929,Luis Frias,FA,0,0,0,0,0,1,0,0,1.04,0,0.52,0.5,0.94,0,0,0,4.72,1.54,8.42,4.54,1.86,0.00
12453,Max Fried,NYY,29,29,18,1,1,181,14,7,154,14,64,53,176,0,0,0,3.18,1.14,8.75,2.64,3.32,0.70
17278,Matt Frisbee,FA,0,0,0,0,0,1,0,0,1.19,0,0.65,0.61,0.89,0,0,0,5.85,1.80,7.99,5.51,1.45,0.00
17512,Will Frisch,CHC,0,0,0,0,0,1,0,0,1.07,0,0.89,1.05,0.81,0,0,0,8.06,2.12,7.28,9.45,0.77,0.00
16863,Jackson Fristoe,NYY,0,0,0,0,0,1,0,0,1.03,0,0.89,1.15,0.7,0,0,0,8.04,2.18,6.26,10.35,0.61,0.00
20022,Zach Fruit,BAL,0,0,0,0,0,1,0,0,1.03,0,0.72,0.79,0.81,0,0,0,6.45,1.82,7.33,7.14,1.03,0.00
14162,Paul Fry,FA,0,0,0,0,0,1,0,0,1.13,0,0.63,0.53,0.84,0,0,0,5.69,1.66,7.55,4.80,1.57,0.00
18747,Didier Fuentes,ATL,0,0,0,0,0,1,0,0,1.07,0,0.7,0.45,0.94,0,0,0,6.26,1.52,8.46,4.07,2.08,0.00
12807,Shintaro Fujinami,FA,0,0,0,0,0,1,0,0,0.86,0,0.63,0.69,0.99,0,0,0,5.66,1.55,8.91,6.18,1.44,0.00
12183,Michael Fulmer,SF,0,0,0,0,0,1,0,0,0.94,0,0.48,0.44,0.99,0,0,0,4.34,1.37,8.94,3.92,2.28,0.00
13807,Carson Fulmer,PIT,0,0,0,0,0,1,0,0,0.99,0,0.53,0.48,0.88,0,0,0,4.76,1.48,7.96,4.33,1.84,0.00
16713,Dax Fulton,MIA,0,0,0,0,0,1,0,0,1.2,0,0.82,0.75,0.89,0,0,0,7.34,1.95,8.02,6.75,1.19,0.00
19158,Kody Funderburk,MIN,61,0,0,0,0,64,6,3,57,7,28,24,59,11,2,3,3.94,1.27,8.30,3.38,2.46,0.98
13817,Kyle Funkhouser,FA,0,0,0,0,0,1,0,0,1.27,0,0.82,0.72,0.79,0,0,0,7.41,1.99,7.08,6.44,1.10,0.00
18864,Hunter Furtado,PIT,0,0,0,0,0,1,0,0,1.01,0,0.77,0.95,0.88,0,0,0,6.96,1.96,7.89,8.56,0.92,0.00
17507,Devin Futrell,BOS,0,0,0,0,0,1,0,0,1.1,0,0.41,0.41,0.56,0,0,0,3.71,1.51,5.06,3.71,1.36,0.00
16216,Hunter Gaddis,CLE,65,1,3,0,0,69,4,3,56,8,25,21,60,31,5,4,3.26,1.12,7.83,2.74,2.86,1.04
13509,Matt Gage,SF,54,0,0,0,0,54,2,2,48,5,22,19,46,0,0,0,3.67,1.24,7.67,3.17,2.42,0.83
14346,Ray Gaither,FA,0,0,0,0,0,1,0,0,0.98,0,0.49,0.58,0.83,0,0,0,4.39,1.56,7.45,5.25,1.42,0.00
19740,Yorman Galindez,MIL,0,0,0,0,0,1,0,0,1.23,0,0.95,1.19,0.89,0,0,0,8.55,2.41,7.99,10.69,0.75,0.00
18567,Ruben Galindo,SD,0,0,0,0,0,1,0,0,1.2,0,0.79,0.71,0.88,0,0,0,7.08,1.91,7.88,6.43,1.23,0.00
20448,Ryan Gallagher,MIN,0,0,0,0,0,1,0,0,1.17,0,0.69,0.4,0.84,0,0,0,6.17,1.57,7.58,3.61,2.10,0.00
15602,Richard Gallardo,TOR,0,0,0,0,0,1,0,0,1.17,0,0.68,0.44,0.81,0,0,0,6.14,1.61,7.27,3.94,1.84,0.00
14616,Giovanny Gallegos,FA,0,0,0,0,0,1,0,0,0.99,0,0.54,0.41,0.97,0,0,0,4.82,1.40,8.73,3.66,2.38,0.00
20069,Isaac Gallegos,ATL,0,0,0,0,0,1,0,0,1,0,0.52,0.49,0.89,0,0,0,4.66,1.48,8.02,4.38,1.83,0.00
14312,Zac Gallen,ARI,30,30,14,0,0,172,12,11,156,21,79,55,170,0,0,0,4.13,1.22,8.88,2.87,3.09,1.10
12479,Joey Gallo,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00
20564,Alec Gamboa,BOS,0,0,0,0,0,1,0,0,0.98,0,0.58,0.68,0.69,0,0,0,5.21,1.65,6.25,6.10,1.02,0.00
16136,Grant Gambrell,FA,0,0,0,0,0,1,0,0,1.11,0,0.61,0.54,0.75,0,0,0,5.45,1.64,6.78,4.82,1.40,0.00
14010,John Gant,FA,0,0,0,0,0,1,0,0,1.31,0,0.9,0.75,0.69,0,0,0,8.11,2.06,6.22,6.78,0.92,0.00
19482,Gerson Garabito,MIL,0,0,0,0,0,1,0,0,1.06,0,0.68,0.43,0.87,0,0,0,6.08,1.49,7.87,3.84,2.05,0.00
19299,Natanael Garabitos,FA,0,0,0,0,0,1,0,0,1.07,0,0.83,1.03,0.81,0,0,0,7.46,2.10,7.31,9.29,0.79,0.00
19296,Carlos Garcia,FA,0,0,0,0,0,1,0,0,0.96,0,0.63,0.74,0.89,0,0,0,5.69,1.70,8.05,6.63,1.21,0.00
19327,Saul Garcia,NYM,0,0,0,0,0,1,0,0,1.04,0,0.7,0.88,0.97,0,0,0,6.31,1.92,8.76,7.94,1.10,0.00
19861,Brandyn Garcia,ARI,44,0,0,0,0,47,3,3,42,5,22,18,39,0,0,0,4.21,1.28,7.47,3.45,2.17,0.96
18551,Pedro Garcia,FA,0,0,0,0,0,1,0,0,0.98,0,0.68,0.65,1.01,0,0,0,6.15,1.63,9.07,5.85,1.55,0.00
17728,Robert Garcia,TEX,64,0,0,0,0,62,3,6,53,6,25,21,61,10,16,4,3.63,1.19,8.85,3.05,2.90,0.87
15163,Deivi Garcia,FA,0,0,0,0,0,1,0,0,1.09,0,0.71,0.62,0.91,0,0,0,6.37,1.71,8.16,5.59,1.46,0.00
13150,Luis Garcia,NYM,48,0,0,0,0,49,3,2,46,5,22,18,41,10,2,3,4.04,1.31,7.53,3.31,2.28,0.92
13197,Yimi Garcia,TOR,58,0,0,0,0,57,2,3,45,7,24,21,55,19,4,4,3.79,1.16,8.68,3.32,2.62,1.11
16228,Ryan Garcia,FA,0,0,0,0,0,1,0,0,1.08,0,0.88,0.84,0.84,0,0,0,7.88,1.92,7.55,7.55,1.00,0.00
15709,Rico Garcia,BAL,49,0,0,0,0,50,1,2,46,8,24,18,43,9,1,2,4.32,1.28,7.74,3.24,2.39,1.44
15341,Luis Garcia,FA,0,0,0,0,0,1,0,0,0.95,0,0.49,0.35,0.96,0,0,0,4.42,1.30,8.65,3.15,2.75,0.00
16736,Nick Garcia,SF,0,0,0,0,0,1,0,0,1.13,0,0.82,0.7,0.79,0,0,0,7.34,1.83,7.07,6.27,1.13,0.00
20568,Jaiker Garcia,PIT,0,0,0,0,0,1,0,0,1.25,0,0.93,1.05,0.88,0,0,0,8.32,2.30,7.88,9.45,0.83,0.00
20507,Davian Garcia,WSH,0,0,0,0,0,1,0,0,1.04,0,0.67,1.03,0.67,0,0,0,6.06,2.06,6.06,9.24,0.66,0.00
20118,Jogly Garcia,CLE,0,0,0,0,0,1,0,0,1.27,0,0.93,0.91,0.89,0,0,0,8.38,2.18,8.05,8.16,0.99,0.00
20650,Nate Garkow,TOR,0,0,0,0,0,1,0,0,0.8,0,0.52,0.68,1.06,0,0,0,4.72,1.48,9.56,6.08,1.57,0.00
19998,Tristan Garnett,PHI,0,0,0,0,0,1,0,0,0.94,0,0.43,0.5,0.96,0,0,0,3.83,1.44,8.62,4.47,1.93,0.00
15803,Reed Garrett,NYM,0,0,0,0,0,1,0,0,0.95,0,0.48,0.44,1.06,0,0,0,4.30,1.38,9.57,3.93,2.43,0.00
13611,Amir Garrett,FA,0,0,0,0,0,1,0,0,0.96,0,0.58,0.45,0.98,0,0,0,5.18,1.42,8.84,4.08,2.17,0.00
14244,Braxton Garrett,MIA,24,17,5,1,0,99,4,4,99,13,49,16,92,0,0,0,4.45,1.16,8.36,1.45,5.75,1.18
17541,Justin Garza,FA,0,0,0,0,0,1,0,0,1.05,0,0.65,0.45,0.88,0,0,0,5.81,1.50,7.95,4.01,1.98,0.00
17376,Robert Gasser,MIL,33,6,1,0,0,60,1,1,52,7,25,22,49,0,0,0,3.75,1.23,7.35,3.30,2.23,1.05
20054,Luis Gastelum,STL,0,0,0,0,0,1,0,0,1.14,0,0.68,0.4,0.99,0,0,0,6.14,1.54,8.92,3.57,2.50,0.00
15622,Sandy Gaston,WSH,0,0,0,0,0,1,0,0,1.06,0,0.83,1.04,0.92,0,0,0,7.43,2.10,8.25,9.32,0.89,0.00
11473,Kevin Gausman,TOR,29,29,17,1,1,181,12,11,154,19,72,52,186,1,0,0,3.58,1.14,9.25,2.59,3.58,0.94
17717,Grant Gavin,FA,0,0,0,0,0,1,0,0,1.05,0,0.6,0.59,0.86,0,0,0,5.40,1.64,7.76,5.29,1.47,0.00
17057,Myles Gayman,FA,0,0,0,0,0,1,0,0,1.4,0,0.91,0.37,0.66,0,0,0,8.23,1.76,5.98,3.29,1.82,0.00
19427,Jordan Geber,NYM,0,0,0,0,0,1,0,0,1.11,0,0.59,0.44,0.8,0,0,0,5.33,1.55,7.24,3.96,1.83,0.00
16659,Joey Gerber,NYM,19,0,0,0,0,20,1,1,17,3,9,7,17,0,0,0,4.05,1.20,7.65,3.15,2.43,1.35
13600,Domingo German,FA,0,0,0,0,0,1,0,0,0.95,0,0.57,0.43,0.9,0,0,0,5.12,1.38,8.14,3.89,2.09,0.00
19882,Nestor German,BAL,0,0,0,0,0,1,0,0,0.96,0,0.55,0.5,0.89,0,0,0,4.97,1.46,8.03,4.46,1.80,0.00
19887,Luis German,SD,0,0,0,0,0,1,0,0,1.13,0,1.05,1.67,0.83,0,0,0,9.49,2.80,7.51,15.03,0.50,0.00
19770,Paul Gervase,LAD,20,0,0,0,0,21,1,1,18,3,10,8,18,0,0,0,4.29,1.24,7.71,3.43,2.25,1.29
16256,Josh Gessner,FA,0,0,0,0,0,1,0,0,0.92,0,0.57,0.62,0.86,0,0,0,5.17,1.54,7.76,5.59,1.39,0.00
15798,Ian Gibaut,CIN,0,0,0,0,0,1,0,0,0.97,0,0.51,0.39,0.91,0,0,0,4.61,1.36,8.15,3.55,2.30,0.00
10945,Kyle Gibson,FA,0,0,0,0,0,1,0,0,1.01,0,0.53,0.36,0.9,0,0,0,4.73,1.37,8.08,3.25,2.49,0.00
20081,Cade Gibson,MIA,59,0,0,0,0,61,3,3,50,5,22,22,49,0,0,3,3.25,1.18,7.23,3.25,2.23,0.74
19382,Trey Gibson,BAL,0,0,0,0,0,1,0,0,1.05,0,0.7,0.61,1,0,0,0,6.30,1.66,8.99,5.46,1.65,0.00
20065,Spencer Giesting,ARI,0,0,0,0,0,1,0,0,1.15,0,0.74,0.67,0.79,0,0,0,6.65,1.82,7.15,6.02,1.19,0.00
15814,Luis Gil,NYY,38,13,6,0,0,98,8,3,75,10,37,54,87,0,0,0,3.40,1.32,7.99,4.96,1.61,0.92
15419,Logan Gilbert,SEA,28,28,14,1,0,166,10,8,131,24,64,34,192,0,0,0,3.47,0.99,10.41,1.84,5.65,1.30
16622,Tyler Gilbert,CWS,52,0,0,0,0,53,2,3,47,6,23,19,44,0,0,0,3.91,1.25,7.47,3.23,2.32,1.02
17125,Lucas Gilbreath,FA,0,0,0,0,0,1,0,0,1.05,0,0.68,0.52,0.92,0,0,0,6.16,1.57,8.32,4.66,1.78,0.00
12732,Ken Giles,FA,0,0,0,0,0,1,0,0,1,0,0.67,0.55,1.04,0,0,0,5.99,1.54,9.36,4.92,1.90,0.00
19473,Gary Gill Hill,TB,0,0,0,0,0,1,0,0,1.28,0,0.8,0.5,0.63,0,0,0,7.16,1.78,5.63,4.48,1.26,0.00
17701,Logan Gillaspie,SD,0,0,0,0,0,1,0,0,1.13,0,0.63,0.42,0.84,0,0,0,5.71,1.55,7.56,3.78,2.00,0.00
19263,Keagan Gillies,BAL,0,0,0,0,0,1,0,0,0.95,0,0.54,0.47,0.89,0,0,0,4.83,1.41,8.01,4.19,1.91,0.00
19779,Connor Gillispie,PHI,0,0,0,0,0,1,0,0,0.99,0,0.71,0.54,0.79,0,0,0,6.35,1.53,7.14,4.85,1.47,0.00
16424,Kevin Ginkel,ARI,60,0,0,0,0,60,3,3,53,6,29,21,58,10,16,4,4.35,1.23,8.70,3.15,2.76,0.90
15428,J.T. Ginn,ATH,25,14,4,0,0,84,2,4,82,12,41,27,78,0,0,0,4.39,1.30,8.36,2.89,2.89,1.29
12454,Lucas Giolito,FA,29,29,14,0,0,159,10,7,145,25,70,62,148,0,0,0,3.95,1.30,8.35,3.50,2.39,1.41
18220,Sawyer Gipson0Long,DET,34,4,1,0,0,56,3,3,49,9,28,18,49,0,0,0,4.50,1.20,7.88,2.89,2.72,1.45
19484,Ettore Giulianelli,CLE,0,0,0,0,0,1,0,0,0.86,0,0.88,1.6,0.99,0,0,0,7.94,2.46,8.95,14.36,0.62,0.00
10996,Mychal Givens,FA,0,0,0,0,0,1,0,0,0.97,0,0.55,0.42,0.96,0,0,0,4.94,1.39,8.63,3.78,2.28,0.00
12248,Tyler Glasnow,LAD,23,23,11,0,0,136,8,6,92,15,51,50,168,0,0,0,3.38,1.04,11.12,3.31,3.36,0.99
18373,Woo-suk Go,DET,0,0,0,0,0,1,0,0,1.04,0,0.58,0.47,0.9,0,0,0,5.21,1.51,8.07,4.25,1.90,0.00
17063,Blake Goldsberry,FA,0,0,0,0,0,1,0,0,1.01,0,0.58,0.49,0.91,0,0,0,5.19,1.50,8.18,4.42,1.85,0.00
13494,Austin Gomber,TEX,25,25,6,0,0,139,3,12,173,31,94,38,88,0,0,0,6.09,1.52,5.70,2.46,2.32,2.01
16928,Cesar Gomez,FA,0,0,0,0,0,1,0,0,1.26,0,0.77,0.53,0.73,0,0,0,6.90,1.79,6.58,4.75,1.38,0.00
15767,Yoendrys Gomez,TB,38,7,0,0,0,73,4,3,60,9,31,25,67,0,0,0,3.82,1.16,8.26,3.08,2.68,1.11
18695,Raimon Gomez,BAL,0,0,0,0,0,1,0,0,0.93,0,0.68,0.76,0.96,0,0,0,6.15,1.68,8.60,6.83,1.26,0.00
19307,Michael Gomez,FA,0,0,0,0,0,1,0,0,1.1,0,0.83,0.73,0.83,0,0,0,7.43,1.84,7.43,6.61,1.13,0.00
20590,Franklin Gomez,CLE,0,0,0,0,0,1,0,0,1.12,0,0.64,0.73,0.78,0,0,0,5.72,1.86,6.99,6.61,1.06,0.00
20515,Yorman Gomez,CLE,0,0,0,0,0,1,0,0,1.1,0,0.7,0.69,0.77,0,0,0,6.30,1.79,6.91,6.22,1.11,0.00
20714,Miguel Gomez,FA,0,0,0,0,0,1,0,0,1.1,0,0.63,0.51,0.83,0,0,0,5.68,1.61,7.48,4.60,1.63,0.00
13033,Stephen Gonsalves,FA,0,0,0,0,0,1,0,0,0.97,0,0.59,0.61,0.99,0,0,0,5.34,1.58,8.91,5.47,1.63,0.00
15570,Tony Gonsolin,FA,0,0,0,0,0,1,0,0,0.88,0,0.47,0.41,0.95,0,0,0,4.26,1.28,8.51,3.65,2.34,0.00
12949,Marco Gonzales,SD,0,0,0,0,0,1,0,0,1.09,0,0.52,0.34,0.7,0,0,0,4.64,1.43,6.30,3.10,2.03,0.00
16489,Victor Gonzalez,FA,0,0,0,0,0,1,0,0,0.94,0,0.52,0.6,0.84,0,0,0,4.72,1.54,7.54,5.40,1.40,0.00
16551,Wikelman Gonzalez,CWS,64,0,0,0,0,64,0,0,52,7,26,25,58,0,0,0,3.66,1.20,8.16,3.52,2.32,0.98
