,,,,,2026 Batter Projections,,,,,,,2026 Pitcher Projections,,,,,,
Value,Player,Age,Team,Pos,G,AB,AVG,HR,RBI,SB,R,GS,IP,W,SV,K,ERA,WHIP
2.947083,Ryan Walker,31,SF,RP,63,0,.000,0,0,0,0,0,63.0,6,17,64,3.43,1.159
2.9074521,Brady Singer,30,CIN,SP,30,0,.000,0,0,0,0,30,174.0,12,0,161,4.24,1.299
2.7990248,Ernie Clement,30,TOR,2B/SS/3B,137,502,.265,12,55,9,62,0,0.0,0,0,0,0.00,0.000
2.7937489,Trent Grisham,30,NYY,OF,127,449,.214,21,63,7,64,0,0.0,0,0,0,0.00,0.000
2.7417731,Robbie Ray,35,SF,SP,28,0,.000,0,0,0,0,28,169.0,8,0,179,4.15,1.243
2.6676872,Giancarlo Stanton,37,NYY,OF/DH,101,370,.235,23,66,3,47,0,0.0,0,0,0,0.00,0.000
2.5464761,Edwin Uceta,28,TB,RP,67,0,.000,0,0,0,0,0,72.0,5,10,74,3.00,1.042
2.4968684,Brandon Marsh,29,PHI,OF,116,405,.262,13,52,11,58,0,0.0,0,0,0,0.00,0.000
2.3927722,Zack Littell,31,WSH,SP,30,0,.000,0,0,0,0,26,152.2,8,0,121,3.78,1.163
2.3324957,Heliot Ramos,27,SF,OF,144,545,.239,19,59,5,65,0,0.0,0,0,0,0.00,0.000
2.3080883,Chris Bassitt,37,BAL,SP,29,0,.000,0,0,0,0,28,160.0,11,0,155,3.94,1.331
2.1427786,Brayan Bello,27,BOS,SP,27,0,.000,0,0,0,0,27,155.0,12,0,129,3.89,1.310
2.0997851,Dennis Santana,30,PIT,RP,65,0,.000,0,0,0,0,0,66.0,4,21,59,3.68,1.136
1.9150171,Jake Cronenworth,32,SD,2B,138,501,.238,14,66,5,65,0,0.0,0,0,0,0.00,0.000
1.8234684,Yusei Kikuchi,35,LAA,SP,29,0,.000,0,0,0,0,29,170.0,8,0,181,3.97,1.306
1.7564466,Jacob Misiorowski,24,MIL,SP/RP,34,0,.000,0,0,0,0,25,137.0,8,0,158,4.14,1.219
1.6189241,Josh Lowe,28,LAA,OF,106,395,.241,12,48,19,52,0,0.0,0,0,0,0.00,0.000
1.5917251,Andrew Vaughn,28,MIL,1B,131,499,.251,17,71,1,49,0,0.0,0,0,0,0.00,0.000
1.5754107,Lucas Giolito,32,FA,SP,29,0,.000,0,0,0,0,29,159.0,10,0,148,3.95,1.298
1.5570276,J.P. Crawford,31,SEA,SS,143,517,.244,14,54,6,73,0,0.0,0,0,0,0.00,0.000
1.5366231,Daniel Palencia,26,CHC,RP,64,0,.000,0,0,0,0,0,65.0,3,27,61,4.02,1.262
1.5240575,Mitch Keller,30,PIT,SP,30,0,.000,0,0,0,0,30,177.0,9,0,165,4.17,1.266
1.4852287,Matt Wallner,29,MIN,OF,115,403,.233,20,55,7,55,0,0.0,0,0,0,0.00,0.000
1.4270513,Jackson Holliday,23,BAL,2B,120,452,.239,13,49,13,65,0,0.0,0,0,0,0.00,0.000
1.3575177,Grayson Rodriguez,27,LAA,SP,20,0,.000,0,0,0,0,20,114.0,11,0,123,4.03,1.263
1.3263406,Dean Kremer,30,BAL,SP,27,0,.000,0,0,0,0,27,154.0,10,0,135,4.15,1.234
1.2431333,Isaac Paredes,27,HOU,3B,112,409,.247,19,62,1,54,0,0.0,0,0,0,0.00,0.000
1.2098948,Victor Scott,25,STL,OF,128,446,.213,9,44,30,54,0,0.0,0,0,0,0.00,0.000
0.83815414,Justin Crawford,22,PHI,OF,100,372,.266,3,41,27,46,0,0.0,0,0,0,0.00,0.000
0.69459569,Shane Bieber,31,TOR,SP,19,0,.000,0,0,0,0,19,110.0,5,0,108,3.11,1.127
0.67164665,Nolan Schanuel,24,LAA,1B,140,511,.256,12,50,6,69,0,0.0,0,0,0,0.00,0.000
0.45279106,Ian Seymour,28,TB,SP/RP,36,0,.000,0,0,0,0,20,125.0,7,0,124,3.74,1.184
0.42598718,Griffin Jax,32,TB,RP,67,0,.000,0,0,0,0,0,66.0,4,14,76,3.55,1.121
0.40588611,Carson Benge,23,NYM,OF,117,424,.250,11,52,11,57,0,0.0,0,0,0,0.00,0.000
0.39109859,Ryan Jeffers,29,MIN,C/DH,125,435,.248,15,58,4,57,0,0.0,0,0,0,0.00,0.000
0.31772628,Ryne Nelson,28,ARI,SP,28,0,.000,0,0,0,0,28,161.0,9,0,130,4.14,1.217
0.30972445,Brady House,23,WSH,3B,122,458,.242,15,56,7,56,0,0.0,0,0,0,0.00,0.000
0.30155581,Jeffrey Springs,34,ATH,SP,29,0,.000,0,0,0,0,29,162.0,9,0,144,4.28,1.228
0.22249231,Jorge Soler,34,LAA,OF/DH,122,438,.233,20,56,2,60,0,0.0,0,0,0,0.00,0.000
0.18941724,Colton Cowser,26,BAL,OF,127,454,.207,16,54,12,65,0,0.0,0,0,0,0.00,0.000
9.2776887E-2,Seranthony Dominguez,32,CWS,RP,57,0,.000,0,0,0,0,0,57.0,4,25,34,3.79,1.228
0.05376282,Edward Cabrera,28,CHC,SP,24,0,.000,0,0,0,0,24,135.0,9,0,150,4.13,1.289
4.2753089E-2,JoJo Romero,30,STL,RP,63,0,.000,0,0,0,0,0,63.0,5,15,56,3.29,1.175
0.0,Masyn Winn,24,STL,SS,142,541,.235,11,56,9,68,0,0.0,0,0,0,0.00,0.000
0.0,Cody Ponce,32,TOR,SP/RP,34,0,.000,0,0,0,0,22,132.0,8,1,127,3.82,1.258
-0.02666449,Bubba Chandler,24,PIT,SP/RP,31,0,.000,0,0,0,0,24,141.0,9,0,124,4.28,1.184
-0.16429502,Kyle Teel,24,CWS,C,116,407,.253,13,52,7,56,0,0.0,0,0,0,0.00,0.000
-0.18473488,Braxton Ashcraft,27,PIT,SP/RP,38,0,.000,0,0,0,0,22,131.0,4,0,125,3.02,1.229
-0.1882851,Josh Bell,34,MIN,1B/DH,127,464,.244,19,62,0,51,0,0.0,0,0,0,0.00,0.000
-0.20403533,J.T. Realmuto,35,PHI,C,121,431,.255,14,50,7,55,0,0.0,0,0,0,0.00,0.000
-0.30928594,Addison Barger,27,TOR,3B/OF,112,412,.235,16,57,6,53,0,0.0,0,0,0,0.00,0.000
-0.3169179,Austin Wells,27,NYY,C,121,408,.230,17,61,5,50,0,0.0,0,0,0,0.00,0.000
-0.39471251,Jack Leiter,26,TEX,SP,29,0,.000,0,0,0,0,29,161.0,9,0,150,4.36,1.248
-0.39710122,Bryan Abreu,29,HOU,RP,65,0,.000,0,0,0,0,0,67.0,3,11,84,2.82,1.179
-0.42626253,Tommy Edman,31,LAD,2B/OF,106,398,.234,14,50,11,55,0,0.0,0,0,0,0.00,0.000
-0.50333536,Dylan Crews,24,WSH,OF,114,419,.224,13,43,19,53,0,0.0,0,0,0,0.00,0.000
-0.51072413,Samuel Basallo,22,BAL,C,107,385,.239,15,58,4,55,0,0.0,0,0,0,0.00,0.000
-0.59846056,Jared Triolo,28,PIT,1B/SS/3B,125,451,.239,12,47,13,57,0,0.0,0,0,0,0.00,0.000
-0.66821641,Brooks Lee,25,MIN,2B/SS/3B,133,492,.232,13,66,8,47,0,0.0,0,0,0,0.00,0.000
-0.72410357,Kyle Manzardo,26,CLE,1B/DH,132,469,.232,19,59,4,49,0,0.0,0,0,0,0.00,0.000
-0.76602042,Gabriel Moreno,26,ARI,C,112,390,.272,10,52,6,52,0,0.0,0,0,0,0.00,0.000
-0.76711667,Spencer Horwitz,29,PIT,1B,115,422,.249,13,56,4,57,0,0.0,0,0,0,0.00,0.000
-0.82709575,Roki Sasaki,25,LAD,SP/RP,31,0,.000,0,0,0,0,18,118.0,8,2,111,3.89,1.237
-0.84777361,Sean Manaea,34,NYM,SP,26,0,.000,0,0,0,0,26,139.0,7,0,156,4.60,1.173
-0.88452381,Carter Jensen,23,KC,C,127,417,.242,13,53,8,54,0,0.0,0,0,0,0.00,0.000
-0.89334768,Andrew Benintendi,32,CWS,OF/DH,118,444,.239,16,56,4,55,0,0.0,0,0,0,0.00,0.000
-0.91422242,Chase DeLauter,25,CLE,OF,107,442,.253,13,58,2,56,0,0.0,0,0,0,0.00,0.000
-0.99116367,Dominic Canzone,29,SEA,OF,116,408,.240,15,50,8,53,0,0.0,0,0,0,0.00,0.000
-1.0073763,Trevor Larnach,29,MIN,OF/DH,108,391,.240,15,56,4,54,0,0.0,0,0,0,0.00,0.000
-1.0086422,Shane Smith,26,CWS,SP,28,0,.000,0,0,0,0,28,158.0,6,0,153,4.04,1.234
-1.0276232,Miguel Vargas,27,CWS,1B/3B,139,512,.211,15,56,8,69,0,0.0,0,0,0,0.00,0.000
-1.0429349,Nolan Gorman,26,STL,2B/3B/DH,112,405,.220,18,56,6,53,0,0.0,0,0,0,0.00,0.000
-1.0443075,MacKenzie Gore,27,TEX,SP,29,0,.000,0,0,0,0,29,163.0,9,0,183,4.14,1.393
-1.0907915,Paul Goldschmidt,39,NYY,1B,89,360,.250,11,47,7,63,0,0.0,0,0,0,0.00,0.000
-1.0919775,Chad Patrick,28,MIL,SP,30,0,.000,0,0,0,0,29,153.0,5,0,161,3.71,1.288
-1.0959479,Jonathan India,30,KC,2B/3B/OF/DH,124,454,.240,12,49,7,66,0,0.0,0,0,0,0.00,0.000
-1.1212156,Jeff McNeil,34,ATH,2B/OF,132,479,.244,13,55,5,58,0,0.0,0,0,0,0.00,0.000
-1.1658275,Bailey Ober,31,MIN,SP,29,0,.000,0,0,0,0,28,163.0,7,0,155,4.47,1.196
-1.2406976,Lars Nootbaar,29,STL,OF,126,454,.240,13,50,7,61,0,0.0,0,0,0,0.00,0.000
-1.3386691,Jordan Westburg,27,BAL,3B,99,380,.250,14,48,6,55,0,0.0,0,0,0,0.00,0.000
-1.4415358,Anthony Volpe,25,NYY,SS,111,416,.221,12,48,16,52,0,0.0,0,0,0,0.00,0.000
-1.4662814,Luis Rengifo,29,MIL,2B/3B,120,395,.256,10,42,14,50,0,0.0,0,0,0,0.00,0.000
-1.4680367,Garrett Cleavinger,32,TB,RP,65,0,.000,0,0,0,0,0,63.0,4,13,66,3.43,1.159
-1.483139,Joey Cantillo,27,CLE,SP/RP,40,0,.000,0,0,0,0,19,125.0,7,0,131,3.89,1.248
-1.4955335,Jordan Beck,25,COL,OF,127,471,.231,12,46,16,51,0,0.0,0,0,0,0.00,0.000
-1.5539087,Matt Strahm,35,KC,RP,65,0,.000,0,0,0,0,0,66.0,5,4,70,3.00,1.030
-1.592684,Casey Mize,29,DET,SP,27,0,.000,0,0,0,0,27,150.0,9,0,130,4.14,1.273
-1.6332157,Robert Suarez,35,ATL,RP,66,0,.000,0,0,0,0,0,66.0,5,9,59,3.55,1.045
-1.7162355,Tyler Holton,30,DET,RP,67,0,.000,0,0,0,0,1,72.0,5,2,59,3.00,0.944
-1.7237223,Jung Hoo Lee,28,SF,OF,134,512,.256,9,47,8,61,0,0.0,0,0,0,0.00,0.000
-1.7667354,Josh Jung,28,TEX,3B,112,422,.249,15,50,5,51,0,0.0,0,0,0,0.00,0.000
-1.8387815,Rhys Hoskins,33,CLE,1B,108,383,.230,17,58,4,46,0,0.0,0,0,0,0.00,0.000
-1.8445358,Jesus Sanchez,29,TOR,OF,108,393,.242,14,48,9,49,0,0.0,0,0,0,0.00,0.000
-2.0880487,Abner Uribe,26,MIL,RP,68,0,.000,0,0,0,0,0,68.0,5,13,65,3.57,1.250
-2.0883932,Austin Hays,31,CWS,OF/DH,118,382,.257,12,48,6,52,0,0.0,0,0,0,0.00,0.000
-2.2454429,Wenceel Perez,27,DET,OF,112,411,.238,13,47,9,53,0,0.0,0,0,0,0.00,0.000
-2.3846233,Grant Holmes,30,ATL,SP/RP,30,0,.000,0,0,0,0,25,142.0,5,0,147,3.80,1.268
-2.4621191,Colt Keith,25,DET,2B/3B/DH,118,429,.254,12,49,3,58,0,0.0,0,0,0,0.00,0.000
-2.5429072,Gavin Sheets,30,SD,OF/DH,124,460,.235,15,59,4,46,0,0.0,0,0,0,0.00,0.000
-2.5523601,Robert Garcia,30,TEX,RP,64,0,.000,0,0,0,0,0,62.0,3,16,61,3.63,1.194
-2.5882723,Tommy Pham,38,FA,OF,121,408,.245,11,50,9,48,0,0.0,0,0,0,0.00,0.000
-2.6095831,Jacob Lopez,28,ATH,SP,24,0,.000,0,0,0,0,23,127.0,8,0,111,4.11,1.220
-2.6850691,Spencer Schwellenbach,26,ATL,SP,13,0,.000,0,0,0,0,13,76.0,5,0,76,3.20,1.013
-2.7914925,Francisco Alvarez,25,NYM,C,114,389,.237,16,52,3,50,0,0.0,0,0,0,0.00,0.000
-2.8160727,Zach Eflin,32,BAL,SP,25,0,.000,0,0,0,0,25,141.0,10,0,115,4.53,1.234
-2.946589,Ke'Bryan Hayes,29,CIN,3B,134,496,.242,8,47,12,55,0,0.0,0,0,0,0.00,0.000
-2.9929113,Kirby Yates,39,LAA,RP,58,0,.000,0,0,0,0,0,57.0,3,14,62,3.63,1.140
-3.05288,Mark Vientos,27,NYM,3B/DH,104,391,.235,17,53,3,45,0,0.0,0,0,0,0.00,0.000
-3.0651758,Dustin May,29,STL,SP/RP,31,0,.000,0,0,0,0,23,137.0,8,0,117,4.14,1.248
-3.1203136,Kyle Isbel,29,KC,OF,121,426,.242,9,46,9,58,0,0.0,0,0,0,0.00,0.000
-3.1555483,Mike Burrows,27,HOU,SP/RP,30,0,.000,0,0,0,0,23,127.0,6,0,105,3.54,1.244
-3.1726749,Ryan McMahon,32,NYY,3B,121,435,.228,17,50,3,55,0,0.0,0,0,0,0.00,0.000
-3.1857164,Alejandro Kirk,28,TOR,C,122,423,.255,11,61,2,41,0,0.0,0,0,0,0.00,0.000
-3.2572899,Parker Meadows,27,DET,OF,115,406,.232,12,44,11,52,0,0.0,0,0,0,0.00,0.000
-3.3078535,Marcelo Mayer,24,BOS,3B,120,420,.233,13,46,7,56,0,0.0,0,0,0,0.00,0.000
-3.3857195,Konnor Griffin,20,PIT,SS,88,330,.258,9,39,15,40,0,0.0,0,0,0,0.00,0.000
-3.4636953,Will Vest,31,DET,RP,65,0,.000,0,0,0,0,0,66.0,4,8,63,3.14,1.152
-3.4759369,David Peterson,31,NYM,SP,28,0,.000,0,0,0,0,28,163.0,9,0,152,4.03,1.399
-3.4861267,Brett Baty,27,NYM,2B/3B,108,370,.243,14,48,5,47,0,0.0,0,0,0,0.00,0.000
-3.4920602,Matt Svanson,27,STL,RP,62,0,.000,0,0,0,0,0,66.0,3,4,66,2.73,1.030
-3.4943008,Jose Quintana,37,COL,SP,24,0,.000,0,0,0,0,24,131.0,8,0,98,3.76,1.275
-3.5132697,JP Sears,30,SD,SP,28,0,.000,0,0,0,0,24,134.0,8,0,113,4.16,1.246
-3.5988557,Logan O'Hoppe,26,LAA,C,115,410,.229,19,49,3,46,0,0.0,0,0,0,0.00,0.000
-3.6171911,Jake Mangum,30,PIT,OF,89,336,.280,5,35,19,34,0,0.0,0,0,0,0.00,0.000
-3.6821163,Parker Messick,26,CLE,SP,22,0,.000,0,0,0,0,22,118.0,5,0,104,3.36,1.246
-3.837249,Troy Melton,26,DET,SP/RP,39,0,.000,0,0,0,0,8,82.0,6,0,67,3.29,1.098
-3.8850253,Tyler Mahle,32,SF,SP,23,0,.000,0,0,0,0,23,129.0,4,0,107,3.56,1.194
-3.9548302,Jordan Walker,24,STL,OF,118,427,.230,12,50,8,49,0,0.0,0,0,0,0.00,0.000
-4.059123,Luis Gil,28,NYY,SP/RP,38,0,.000,0,0,0,0,13,98.0,8,0,87,3.40,1.316
-4.0636287,Noah Cameron,27,KC,SP,25,0,.000,0,0,0,0,25,144.0,8,0,125,4.19,1.292
-4.0875616,Seth Halvorsen,26,COL,RP,57,0,.000,0,0,0,0,0,58.0,4,14,50,3.72,1.207
-4.0939832,Tyler Stephenson,30,CIN,C,107,372,.239,13,52,2,50,0,0.0,0,0,0,0.00,0.000
-4.1332412,Owen Caissie,24,MIA,OF,116,385,.231,12,47,8,49,0,0.0,0,0,0,0.00,0.000
-4.1516643,Alek Thomas,26,ARI,OF,109,394,.226,11,48,9,51,0,0.0,0,0,0,0.00,0.000
-4.2100286,Connor Norby,26,MIA,3B,102,363,.240,12,42,8,50,0,0.0,0,0,0,0.00,0.000
-4.221067,Evan Carter,24,TEX,OF,100,347,.233,11,42,10,50,0,0.0,0,0,0,0.00,0.000
-4.2257075,Christian Moore,24,LAA,2B,117,410,.222,14,46,8,51,0,0.0,0,0,0,0.00,0.000
-4.2709646,Bo Naylor,26,CLE,C,120,389,.216,15,49,6,51,0,0.0,0,0,0,0.00,0.000
-4.2912302,Reynaldo Lopez,32,ATL,SP,27,0,.000,0,0,0,0,27,149.0,10,0,116,3.74,1.423
-4.3293872,Mike Yastrzemski,36,ATL,OF,107,377,.233,14,43,5,54,0,0.0,0,0,0,0.00,0.000
-4.3295388,Jake Meyers,30,HOU,OF,106,383,.245,9,40,11,50,0,0.0,0,0,0,0.00,0.000
-4.6298313,Freddy Fermin,31,SD,C,118,405,.252,11,45,5,48,0,0.0,0,0,0,0.00,0.000
-4.6672268,Bryce Miller,28,SEA,SP,23,0,.000,0,0,0,0,23,130.0,7,0,114,4.43,1.200
-4.7477088,Chase Meidroth,25,CWS,2B/SS,128,482,.251,7,30,14,58,0,0.0,0,0,0,0.00,0.000
-4.7493653,Zach McKinstry,31,DET,SS/3B/OF,109,381,.239,8,37,14,50,0,0.0,0,0,0,0.00,0.000
-4.76791,Tanner Scott,32,LAD,RP,65,0,.000,0,0,0,0,0,65.0,5,5,68,3.46,1.169
-4.7972817,Brayan Rocchio,25,CLE,2B/SS,124,433,.231,9,50,8,51,0,0.0,0,0,0,0.00,0.000
-4.8403368,Jose Berrios,32,TOR,SP/RP,32,0,.000,0,0,0,0,15,105.0,7,0,90,3.86,1.229
-4.8442168,Garrett Whitlock,30,BOS,RP,61,0,.000,0,0,0,0,0,65.0,5,5,63,3.32,1.169
-4.9077487,Foster Griffin,31,WSH,SP/RP,29,0,.000,0,0,0,0,21,125.0,7,0,112,4.10,1.264
-4.9522371,Michael McGreevy,26,STL,SP/RP,30,0,.000,0,0,0,0,24,148.0,8,0,100,4.20,1.243
-5.0329576,Logan Henderson,24,MIL,SP/RP,29,0,.000,0,0,0,0,14,86.0,5,0,82,3.45,1.151
-5.043469,Joc Pederson,34,TEX,DH,104,358,.226,14,46,5,48,0,0.0,0,0,0,0.00,0.000
-5.0615978,Hunter Gaddis,28,CLE,RP,65,0,.000,0,0,0,0,1,69.0,4,5,60,3.26,1.116
-5.0857625,Victor Robles,29,SEA,OF,94,331,.245,9,37,13,43,0,0.0,0,0,0,0.00,0.000
-5.0937223,Justin Topa,35,MIN,RP,64,0,.000,0,0,0,0,0,64.0,2,10,52,3.09,1.109
-5.1003222,Chris Martin,40,TEX,RP,52,0,.000,0,0,0,0,0,52.0,3,13,48,3.46,1.173
-5.2564478,Dylan Beavers,25,BAL,OF,104,365,.233,12,43,7,48,0,0.0,0,0,0,0.00,0.000
-5.2830811,Ryan Waldschmidt,24,ARI,OF,76,274,.234,8,38,16,38,0,0.0,0,0,0,0.00,0.000
-5.3052769,Tyler Rogers,36,TOR,RP,73,0,.000,0,0,0,0,0,72.0,4,2,52,2.88,1.069
-5.3349714,Andrew Kittredge,36,BAL,RP,66,0,.000,0,0,0,0,0,65.0,4,6,61,3.46,1.123
-5.3976965,Kevin Ginkel,32,ARI,RP,60,0,.000,0,0,0,0,0,60.0,3,16,58,4.35,1.233
-5.4191842,Nasim Nunez,26,WSH,SS,107,332,.235,10,38,12,44,0,0.0,0,0,0,0.00,0.000
-5.4653249,Cristian Javier,29,HOU,SP,25,0,.000,0,0,0,0,25,140.0,7,0,121,4.24,1.279
-5.5050173,Miguel Andujar,31,SD,3B/OF/DH,107,343,.259,10,45,5,40,0,0.0,0,0,0,0.00,0.000
-5.5211802,Reid Detmers,27,LAA,SP/RP,33,0,.000,0,0,0,0,22,130.0,6,0,147,4.57,1.269
-5.576283,Hunter Greene,27,CIN,SP,11,0,.000,0,0,0,0,11,68.0,4,0,84,3.31,1.103
-5.6008778,Matt Shaw,25,CHC,3B,109,325,.228,11,36,12,46,0,0.0,0,0,0,0.00,0.000
-5.6641698,Gavin Lux,29,TB,OF/DH,110,395,.258,7,47,4,48,0,0.0,0,0,0,0.00,0.000
-5.6842179,Phil Maton,33,CHC,RP,66,0,.000,0,0,0,0,0,65.0,3,6,68,3.32,1.138
-5.7327099,Joey Ortiz,28,MIL,SS,109,383,.232,8,46,8,50,0,0.0,0,0,0,0.00,0.000
-5.7460027,Alex Vesia,30,LAD,RP,63,0,.000,0,0,0,0,0,61.0,4,5,69,3.39,1.164
-5.7795715,Lane Thomas,31,KC,OF,93,343,.219,12,40,12,42,0,0.0,0,0,0,0.00,0.000
-5.7943435,Cam Smith,23,HOU,OF,109,392,.235,9,45,7,50,0,0.0,0,0,0,0.00,0.000
-5.8078771,Ha-Seong Kim,31,ATL,SS,91,295,.241,8,36,13,43,0,0.0,0,0,0,0.00,0.000
-5.8323493,CJ Kayfus,25,CLE,OF,99,345,.229,11,44,8,44,0,0.0,0,0,0,0.00,0.000
-5.8331466,Heriberto Hernandez,27,MIA,OF/DH,89,313,.236,11,47,4,45,0,0.0,0,0,0,0.00,0.000
-5.8408928,Rhett Lowder,24,CIN,SP/RP,24,0,.000,0,0,0,0,15,107.0,3,0,85,3.03,1.215
-5.8813667,Cole Sands,29,MIN,RP,64,0,.000,0,0,0,0,0,67.0,4,9,62,3.90,1.194
-5.8950858,Luke Weaver,33,NYM,RP,65,0,.000,0,0,0,0,0,69.0,4,6,73,4.04,1.130
-5.8955946,Justin Steele,31,CHC,SP,14,0,.000,0,0,0,0,14,78.0,6,0,75,3.81,1.141
-5.9310904,Bryce Eldridge,22,SF,,110,379,.227,11,46,7,46,0,0.0,0,0,0,0.00,0.000
-5.9368095,Robert Stephenson,33,LAA,RP,59,0,.000,0,0,0,0,0,59.0,3,10,54,3.66,1.136
-5.9490967,Patrick Bailey,27,SF,C,128,431,.230,9,55,3,50,0,0.0,0,0,0,0.00,0.000
-6.0189881,Jake Fraley,31,TB,OF,90,306,.245,10,37,10,41,0,0.0,0,0,0,0.00,0.000
-6.0612059,Graham Pauley,26,MIA,3B,112,378,.220,12,43,8,48,0,0.0,0,0,0,0.00,0.000
-6.1014533,Landen Roupp,28,SF,SP/RP,28,0,.000,0,0,0,0,22,120.0,8,0,111,3.83,1.400
-6.1177273,Josh Smith,29,TEX,1B/SS/3B,113,400,.235,10,37,8,54,0,0.0,0,0,0,0.00,0.000
-6.1574798,Aaron Ashby,28,MIL,RP,59,0,.000,0,0,0,0,1,69.0,4,2,67,3.13,1.145
-6.1634927,Zach Cole,26,HOU,OF,85,305,.233,12,40,8,41,0,0.0,0,0,0,0.00,0.000
-6.1813216,Justin Verlander,43,DET,SP,26,0,.000,0,0,0,0,26,142.1,7,0,124,4.24,1.309
-6.3342519,Quinn Priester,26,MIL,SP,21,0,.000,0,0,0,0,21,120.0,8,0,95,4.20,1.283
-6.3421779,Lucas Erceg,31,KC,RP,61,0,.000,0,0,0,0,0,62.0,5,6,58,3.63,1.210
-6.4017601,Riley O'Brien,31,STL,RP,62,0,.000,0,0,0,0,0,64.0,4,17,57,4.50,1.375
-6.426116,Anthony Kay,31,CWS,SP,23,0,.000,0,0,0,0,23,130.0,7,0,101,3.95,1.308
-6.487268,Aaron Civale,31,ATH,SP,24,0,.000,0,0,0,0,24,129.0,6,0,116,4.33,1.248
-6.5103164,Tyler O'Neill,31,BAL,OF,88,324,.225,13,40,7,43,0,0.0,0,0,0,0.00,0.000
-6.5281706,Taylor Rogers,36,MIN,RP,51,0,.000,0,0,0,0,0,51.0,3,12,49,3.53,1.235
-6.5867825,Orion Kerkering,25,PHI,RP,64,0,.000,0,0,0,0,0,63.0,6,2,65,3.43,1.238
-6.5900126,Jacob Latz,30,TEX,SP/RP,36,0,.000,0,0,0,0,16,112.0,1,0,95,3.13,1.179
-6.5967455,Blaze Alexander,27,BAL,3B,103,359,.234,10,44,6,45,0,0.0,0,0,0,0.00,0.000
-6.6423059,Carson Williams,23,TB,SS,100,349,.218,13,42,8,42,0,0.0,0,0,0,0.00,0.000
-6.6530533,Shawn Armstrong,36,CLE,RP,67,0,.000,0,0,0,0,1,68.0,3,4,64,3.31,1.118
-6.6648607,Nick Gonzales,27,PIT,2B,103,402,.244,10,44,4,46,0,0.0,0,0,0,0.00,0.000
-6.6858969,Nick Castellanos,34,SD,OF,78,298,.255,11,43,3,39,0,0.0,0,0,0,0.00,0.000
-6.7698274,Jared Koenig,32,MIL,RP,62,0,.000,0,0,0,0,0,64.0,4,3,61,3.09,1.172
-6.7977114,Justin Slaten,29,BOS,RP,57,0,.000,0,0,0,0,0,59.0,6,4,50,3.81,1.153
-6.9086027,Tyrone Taylor,32,NYM,OF,96,340,.235,8,38,10,45,0,0.0,0,0,0,0.00,0.000
-6.9108195,Brandon Pfaadt,28,ARI,SP,29,0,.000,0,0,0,0,29,170.0,10,0,157,5.19,1.312
-6.9460506,Gabriel Arias,26,CLE,2B/SS,109,394,.223,10,43,9,44,0,0.0,0,0,0,0.00,0.000
-7.0035982,Lourdes Gurriel,33,ARI,OF,70,275,.258,11,41,5,33,0,0.0,0,0,0,0.00,0.000
-7.0605407,Camilo Doval,29,NYY,RP,64,0,.000,0,0,0,0,0,64.0,5,6,69,3.80,1.297
-7.0684528,Moises Ballesteros,23,CHC,,92,317,.240,10,40,6,43,0,0.0,0,0,0,0.00,0.000
-7.1019206,Drew Pomeranz,38,LAA,RP,58,0,.000,0,0,0,0,0,56.0,3,5,55,3.05,1.125
-7.1173878,Garrett Mitchell,28,MIL,OF,95,330,.233,11,36,8,44,0,0.0,0,0,0,0.00,0.000
-7.2503395,Oliver Dunn,29,CWS,3B,93,291,.210,12,37,12,37,0,0.0,0,0,0,0.00,0.000
-7.2660403,Dillon Dingler,28,DET,C,112,383,.235,11,47,3,42,0,0.0,0,0,0,0.00,0.000
-7.2904749,Lenyn Sosa,26,CWS,1B/2B,97,376,.242,13,43,3,38,0,0.0,0,0,0,0.00,0.000
-7.2949872,Jared Jones,25,PIT,SP,15,0,.000,0,0,0,0,15,86.0,5,0,93,4.08,1.198
-7.3300881,Clayton Beeter,28,WSH,RP,62,0,.000,0,0,0,0,0,63.0,2,12,57,4.00,1.190
-7.3367438,Justin Sterner,30,ATH,RP,64,0,.000,0,0,0,0,0,67.0,3,6,60,3.36,1.194
-7.3557091,Cade Cavalli,28,WSH,SP,24,0,.000,0,0,0,0,24,137.0,7,0,113,4.14,1.336
-7.4235916,Dylan Lee,32,ATL,RP,65,0,.000,0,0,0,0,0,64.0,3,4,64,3.38,1.141
-7.4584312,Tony Santillan,29,CIN,RP,69,0,.000,0,0,0,0,0,68.0,3,8,62,3.31,1.294
-7.4690681,Jason Adam,35,SD,RP,46,0,.000,0,0,0,0,0,46.0,3,5,47,2.74,1.087
-7.5339432,Griffin Conine,29,MIA,OF,89,325,.237,10,39,6,43,0,0.0,0,0,0,0.00,0.000
-7.632442,Luis Morales,24,ATH,SP,21,0,.000,0,0,0,0,21,113.0,6,0,97,4.14,1.265
-7.6521859,Alex Cobb,39,FA,SP,14,0,.000,0,0,0,0,14,79.0,5,0,59,3.42,1.165
-7.7556462,Vaughn Grissom,25,LAA,2B,101,370,.232,10,41,6,43,0,0.0,0,0,0,0.00,0.000
-7.7782674,Robby Snelling,23,MIA,SP,17,0,.000,0,0,0,0,17,98.0,7,0,94,4.04,1.337
-7.7911472,Wilmer Flores,35,FA,1B/DH,108,334,.237,12,46,2,37,0,0.0,0,0,0,0.00,0.000
-7.8548665,Will Warren,27,NYY,SP/RP,36,0,.000,0,0,0,0,21,122.0,4,0,139,4.28,1.303
