,,,,,2026 Batter Projections,,,,,,,2026 Pitcher Projections,,,,,,
Value,Player,Age,Team,Pos,G,AB,AVG,HR,RBI,SB,R,GS,IP,W,SV,K,ERA,WHIP
-7.9125533,Matt Brash,28,SEA,RP,62,0,.000,0,0,0,0,0,61.0,3,5,67,3.25,1.246
-7.9128394,Denzel Clarke,26,ATH,OF,95,337,.231,10,34,9,43,0,0.0,0,0,0,0.00,0.000
-7.9482675,Ryan Weathers,27,NYY,SP/RP,33,0,.000,0,0,0,0,21,124.0,5,0,108,4.06,1.282
-8.0091028,Bryan King,30,HOU,RP,64,0,.000,0,0,0,0,0,65.0,3,2,63,3.18,1.138
-8.0389071,Nick Martinez,36,TB,SP,23,0,.000,0,0,0,0,20,130.0,7,0,101,4.36,1.285
-8.0426865,JJ Wetherholt,24,STL,SS,88,318,.248,8,35,8,40,0,0.0,0,0,0,0.00,0.000
-8.1567488,Taylor Walls,30,TB,SS,90,315,.219,7,36,13,41,0,0.0,0,0,0,0.00,0.000
-8.1649008,Starling Marte,38,KC,OF/DH,74,282,.252,8,32,10,36,0,0.0,0,0,0,0.00,0.000
-8.2005758,Kyle Finnegan,35,DET,RP,63,0,.000,0,0,0,0,0,63.0,4,5,56,3.71,1.190
-8.2271385,Davis Schneider,27,TOR,2B/OF,83,280,.229,12,37,5,40,0,0.0,0,0,0,0.00,0.000
-8.2400169,Thairo Estrada,30,BAL,2B,82,328,.241,9,40,6,38,0,0.0,0,0,0,0.00,0.000
-8.2526674,Adrian Morejon,27,SD,RP,66,0,.000,0,0,0,0,0,67.0,6,2,62,3.76,1.269
-8.3355446,Jake McCarthy,29,COL,OF,88,311,.238,6,33,13,38,0,0.0,0,0,0,0.00,0.000
-8.3400011,Carson Kelly,32,CHC,C,96,324,.235,10,40,5,40,0,0.0,0,0,0,0.00,0.000
-8.4487877,Carlos Santana,40,ARI,1B,78,302,.232,11,41,4,38,0,0.0,0,0,0,0.00,0.000
-8.5708714,Connelly Early,24,BOS,SP/RP,27,0,.000,0,0,0,0,8,63.0,5,0,60,3.57,1.159
-8.5959806,Jake Bauers,31,MIL,1B/OF,88,287,.223,10,37,8,38,0,0.0,0,0,0,0.00,0.000
-8.6631336,Luke Raley,32,SEA,1B/OF,85,291,.227,10,35,8,39,0,0.0,0,0,0,0.00,0.000
-8.7218256,Rowdy Tellez,31,ATL,1B,80,300,.230,12,43,3,34,0,0.0,0,0,0,0.00,0.000
-8.7376585,Luis Severino,32,ATH,SP,29,0,.000,0,0,0,0,29,172.0,9,0,143,4.81,1.360
-8.7418365,Isaac Mattson,31,PIT,RP,62,0,.000,0,0,0,0,0,66.0,3,5,57,3.68,1.167
-8.7566786,Brooks Baldwin,26,CWS,OF,93,332,.232,10,37,7,38,0,0.0,0,0,0,0.00,0.000
-8.7841721,A.J. Minter,33,NYM,RP,57,0,.000,0,0,0,0,0,56.0,4,3,52,3.54,1.143
-8.798914,Victor Caratini,33,MIN,C/DH,89,304,.250,11,37,3,36,0,0.0,0,0,0,0.00,0.000
-8.8453999,Mike Tauchman,36,NYM,OF,87,304,.247,8,36,4,44,0,0.0,0,0,0,0.00,0.000
-8.8756123,Colin Rea,36,CHC,SP/RP,36,0,.000,0,0,0,0,10,84.0,6,1,68,4.18,1.226
-8.8768578,Tyler Freeman,27,COL,OF/DH,85,308,.240,6,33,10,41,0,0.0,0,0,0,0.00,0.000
-8.899416,Anthony Bender,31,MIA,RP,64,0,.000,0,0,0,0,0,63.0,3,4,56,3.43,1.175
-8.9208584,Kutter Crawford,30,BOS,SP/RP,43,0,.000,0,0,0,0,8,85.0,3,0,85,4.24,1.094
-8.9698763,Jose Alvarado,31,PHI,RP,58,0,.000,0,0,0,0,0,57.0,4,4,56,3.63,1.211
-9.0068998,Kody Funderburk,30,MIN,RP,61,0,.000,0,0,0,0,0,64.0,6,2,59,3.94,1.266
-9.0070601,Mark Leiter,35,ATH,RP,58,0,.000,0,0,0,0,0,53.0,5,9,60,4.25,1.434
-9.0115643,George Valera,26,CLE,,89,310,.229,11,37,5,39,0,0.0,0,0,0,0.00,0.000
-9.0198727,Johan Oviedo,28,BOS,SP/RP,34,0,.000,0,0,0,0,14,93.0,4,0,90,3.77,1.269
-9.0368843,Hunter Harvey,32,CHC,RP,52,0,.000,0,0,0,0,0,53.0,3,4,48,3.23,1.132
-9.040307,Jordan Leasure,28,CWS,RP,64,0,.000,0,0,0,0,0,62.0,3,7,67,3.92,1.274
-9.073,Jacob Young,27,WSH,OF,83,289,.242,4,30,15,35,0,0.0,0,0,0,0.00,0.000
-9.0767231,Cody Bradford,28,TEX,SP/RP,24,0,.000,0,0,0,0,14,86.0,4,0,76,4.19,1.128
-9.0909367,Romy Gonzalez,30,BOS,1B/2B,71,251,.247,8,35,8,32,0,0.0,0,0,0,0.00,0.000
-9.0937414,Jeremiah Estrada,28,SD,RP,68,0,.000,0,0,0,0,0,67.0,4,4,77,4.03,1.284
-9.1381931,Paul Sewald,36,ARI,RP,56,0,.000,0,0,0,0,0,56.0,2,10,52,4.02,1.196
-9.1411772,Scott Barlow,34,ATH,RP,57,0,.000,0,0,0,0,0,57.0,3,10,59,4.11,1.316
-9.1439686,Pierce Johnson,35,CIN,RP,60,0,.000,0,0,0,0,0,59.0,4,4,61,3.66,1.254
-9.1730719,Hogan Harris,30,ATH,RP,57,0,.000,0,0,0,0,0,65.0,2,12,57,4.02,1.308
-9.1909914,Sean Murphy,32,ATL,C,90,308,.218,13,41,3,37,0,0.0,0,0,0,0.00,0.000
-9.208107,Nathaniel Lowe,31,CIN,1B,115,315,.244,9,41,1,41,0,0.0,0,0,0,0.00,0.000
-9.21945,Max Scherzer,42,TOR,SP,17,0,.000,0,0,0,0,17,86.1,5,0,84,4.38,1.194
-9.243475,Brad Keller,31,PHI,RP,60,0,.000,0,0,0,0,0,65.0,4,6,56,3.74,1.292
-9.2603693,Braxton Garrett,29,MIA,SP/RP,24,0,.000,0,0,0,0,17,99.0,4,0,92,4.45,1.162
-9.2669926,Michael Kelly,34,ATH,RP,60,0,.000,0,0,0,0,0,61.0,5,3,50,3.69,1.230
-9.3002872,Victor Vodnik,27,COL,RP,61,0,.000,0,0,0,0,0,63.0,5,9,58,4.29,1.397
-9.332716,Eduardo Rodriguez,33,ARI,SP,24,0,.000,0,0,0,0,24,135.0,9,0,125,4.60,1.430
-9.3622961,Tyler Wells,32,BAL,SP/RP,35,0,.000,0,0,0,0,11,87.0,3,0,73,3.83,1.138
-9.4389849,Dominic Smith,31,ATL,1B,77,303,.248,8,38,4,37,0,0.0,0,0,0,0.00,0.000
-9.4562397,Danny Jansen,31,TEX,C,91,296,.223,12,38,3,39,0,0.0,0,0,0,0.00,0.000
-9.4584465,Adam Frazier,35,LAA,2B/OF,85,321,.237,8,36,6,40,0,0.0,0,0,0,0.00,0.000
-9.4770555,Brant Hurter,28,DET,RP,47,0,.000,0,0,0,0,0,53.0,4,1,47,3.06,1.151
-9.5097427,Brooks Raley,38,NYM,RP,59,0,.000,0,0,0,0,0,56.0,3,3,50,3.38,1.125
-9.5806332,Jhostynxon Garcia,24,PIT,OF,99,303,.231,10,35,6,37,0,0.0,0,0,0,0.00,0.000
-9.5812855,Kyle Harrison,25,MIL,SP,17,0,.000,0,0,0,0,17,99.0,5,0,95,4.27,1.273
-9.5846624,Hunter Barco,26,PIT,SP/RP,33,0,.000,0,0,0,0,14,100.0,2,0,83,3.69,1.180
-9.6204863,Yoendrys Gomez,27,TB,SP/RP,38,0,.000,0,0,0,0,7,73.0,4,0,67,3.82,1.164
-9.6589699,Max Muncy,24,ATH,2B/3B,91,322,.227,12,38,4,35,0,0.0,0,0,0,0.00,0.000
-9.669487,Steven Matz,35,TB,SP/RP,26,0,.000,0,0,0,0,17,102.0,4,0,82,3.88,1.245
-9.6947126,Brad Lord,26,WSH,SP/RP,36,0,.000,0,0,0,0,22,133.0,5,0,110,4.33,1.293
-9.7252569,Michael Conforto,33,CHC,OF,102,321,.224,11,39,2,42,0,0.0,0,0,0,0.00,0.000
-9.7337084,Caleb Thielbar,39,CHC,RP,65,0,.000,0,0,0,0,0,62.0,3,3,59,3.77,1.145
-9.7424288,Pavin Smith,30,ARI,1B/DH,76,257,.237,10,36,4,35,0,0.0,0,0,0,0.00,0.000
-9.7441607,Javier Baez,34,DET,SS/3B/OF,85,310,.226,8,40,6,37,0,0.0,0,0,0,0.00,0.000
-9.753068,Miguel Amaya,27,CHC,C,78,266,.237,9,39,4,34,0,0.0,0,0,0,0.00,0.000
-9.7831774,Hunter Dobbins,27,STL,SP/RP,27,0,.000,0,0,0,0,15,94.0,5,0,73,3.93,1.255
-9.7922592,Bryan Baker,32,TB,RP,64,0,.000,0,0,0,0,0,64.0,3,4,61,3.94,1.172
-9.8369446,Greg Weissert,31,BOS,RP,66,0,.000,0,0,0,0,0,65.0,3,4,58,3.46,1.246
-9.8613424,Calvin Faucher,31,MIA,RP,65,0,.000,0,0,0,0,0,65.0,3,8,61,4.02,1.308
-9.8991814,Sean Burke,27,CWS,SP,27,0,.000,0,0,0,0,27,145.0,8,0,147,4.53,1.469
-9.9418993,Erik Sabrowski,29,CLE,RP,61,0,.000,0,0,0,0,0,61.0,2,3,59,3.39,1.148
-9.9505701,Ty France,32,SD,1B,92,362,.246,8,40,1,41,0,0.0,0,0,0,0.00,0.000
-9.9953108,Ryan Thompson,34,ARI,RP,53,0,.000,0,0,0,0,0,51.0,3,8,43,3.71,1.255
-10.003611,Bennett Sousa,31,HOU,RP,48,0,.000,0,0,0,0,0,50.0,3,4,47,3.60,1.120
-10.007099,Christopher Morel,27,MIA,OF,74,261,.226,12,33,5,34,0,0.0,0,0,0,0.00,0.000
-10.008546,Austin Martin,27,MIN,OF,81,279,.247,7,27,9,38,0,0.0,0,0,0,0.00,0.000
-10.064334,Jose Butto,28,SF,RP,61,0,.000,0,0,0,0,1,69.0,4,1,62,3.52,1.246
-10.132451,JJ Bleday,29,CIN,OF,83,294,.221,11,34,4,41,0,0.0,0,0,0,0.00,0.000
-10.147195,Nathan Lukes,32,TOR,OF,84,286,.241,7,36,4,40,0,0.0,0,0,0,0.00,0.000
-10.147832,Carlos Narvaez,28,BOS,C,105,356,.236,10,35,5,36,0,0.0,0,0,0,0.00,0.000
-10.171679,Davis Martin,29,CWS,SP,26,0,.000,0,0,0,0,26,148.0,5,0,121,4.14,1.365
-10.275913,Tanner Banks,35,PHI,RP,60,0,.000,0,0,0,0,0,62.0,3,2,55,3.63,1.145
-10.300432,Jose Ferrer,26,SEA,RP,66,0,.000,0,0,0,0,0,66.0,4,3,56,3.95,1.212
-10.343257,Cole Henry,27,WSH,RP,66,0,.000,0,0,0,0,0,64.0,2,10,59,4.08,1.313
-10.392392,Braydon Fisher,26,TOR,RP,51,0,.000,0,0,0,0,0,51.0,3,0,53,3.18,1.098
-10.47391,Miles Mikolas,38,WSH,SP,31,0,.000,0,0,0,0,31,166.0,9,0,111,4.99,1.301
-10.484696,Jesse Winker,33,FA,DH,83,291,.230,8,37,5,36,0,0.0,0,0,0,0.00,0.000
-10.517251,Elvis Alvarado,27,ATH,RP,58,0,.000,0,0,0,0,0,60.0,3,4,59,3.60,1.267
-10.526453,Eduard Bazardo,31,SEA,RP,64,0,.000,0,0,0,0,0,65.0,3,1,61,3.88,1.123
-10.530776,Jakob Junis,34,TEX,RP,58,0,.000,0,0,0,0,0,64.0,3,0,55,3.38,1.141
-10.580648,Michael Massey,28,KC,2B,81,303,.241,9,35,4,34,0,0.0,0,0,0,0.00,0.000
-10.586164,Fernando Cruz,36,NYY,RP,61,0,.000,0,0,0,0,0,60.0,3,3,76,4.20,1.233
-10.600642,Isiah Kiner-Falefa,31,BOS,SS/3B,77,298,.252,5,30,9,34,0,0.0,0,0,0,0.00,0.000
-10.659395,Ryan Zeferjahn,28,LAA,RP,64,0,.000,0,0,0,0,0,64.0,3,2,62,3.80,1.188
-10.692368,Ben Joyce,26,LAA,RP,33,0,.000,0,0,0,0,0,35.0,2,12,28,4.11,1.200
-10.874037,Oswald Peraza,26,LAA,3B,87,295,.217,10,33,6,37,0,0.0,0,0,0,0.00,0.000
-10.888663,Tomoyuki Sugano,37,COL,SP,23,0,.000,0,0,0,0,23,127.0,8,0,86,4.61,1.331
-10.941444,Kyle Higashioka,36,TEX,C/DH,75,253,.233,10,35,4,30,0,0.0,0,0,0,0.00,0.000
-10.971254,Kevin McGonigle,22,DET,SS,69,254,.252,7,31,5,34,0,0.0,0,0,0,0.00,0.000
-10.986288,Andrew Alvarez,27,WSH,SP/RP,36,0,.000,0,0,0,0,11,89.0,1,0,75,3.54,1.169
-11.012136,Gregory Soto,31,PIT,RP,64,0,.000,0,0,0,0,0,61.0,2,8,62,4.13,1.295
-11.033187,Isaac Collins,29,KC,OF,102,332,.217,7,34,10,35,0,0.0,0,0,0,0.00,0.000
-11.104259,Yimi Garcia,36,TOR,RP,58,0,.000,0,0,0,0,0,57.0,2,4,55,3.79,1.158
-11.163177,Kade Strowd,29,ARI,RP,55,0,.000,0,0,0,0,0,54.0,3,3,46,3.33,1.222
-11.216173,Jimmy Herget,33,COL,RP,66,0,.000,0,0,0,0,2,78.0,3,0,72,3.69,1.244
-11.22942,Daniel Lynch,30,KC,RP,54,0,.000,0,0,0,0,0,58.0,4,1,45,3.57,1.190
-11.253754,Casey Schmitt,27,SF,2B/3B,75,272,.235,10,34,3,32,0,0.0,0,0,0,0.00,0.000
-11.291846,Andrew McCutchen,40,TEX,DH,73,270,.241,9,32,3,35,0,0.0,0,0,0,0.00,0.000
-11.294603,Brusdar Graterol,28,LAD,RP,49,0,.000,0,0,0,0,0,48.0,3,1,40,3.38,1.063
-11.342437,Gabe Speier,31,SEA,RP,62,0,.000,0,0,0,0,0,58.0,2,2,61,3.88,1.121
-11.350326,Danny Coulombe,37,BOS,RP,50,0,.000,0,0,0,0,0,50.0,2,2,46,3.24,1.100
-11.365114,Troy Johnston,29,COL,OF,74,259,.243,8,30,6,31,0,0.0,0,0,0,0.00,0.000
-11.375869,Pedro Pages,28,STL,C,87,292,.233,9,36,3,33,0,0.0,0,0,0,0.00,0.000
-11.419354,Joey Bart,30,PIT,C,86,296,.240,8,35,3,34,0,0.0,0,0,0,0.00,0.000
-11.429793,Michael Soroka,29,ARI,SP,22,0,.000,0,0,0,0,22,135.0,3,0,131,4.67,1.274
-11.432298,John Schreiber,32,KC,RP,66,0,.000,0,0,0,0,0,63.0,3,3,58,3.86,1.238
-11.440888,Keegan Akin,31,BAL,RP,65,0,.000,0,0,0,0,0,65.0,3,4,63,4.02,1.277
-11.448635,Matthew Liberatore,27,STL,SP,27,0,.000,0,0,0,0,27,146.0,5,0,118,4.50,1.329
-11.481376,Cade Gibson,28,MIA,RP,59,0,.000,0,0,0,0,0,61.0,3,0,49,3.25,1.180
-11.50707,Blake Treinen,38,LAD,RP,62,0,.000,0,0,0,0,0,60.0,4,2,59,3.90,1.283
-11.515445,Enrique Hernandez,35,LAD,1B/3B/OF,77,277,.224,9,36,3,35,0,0.0,0,0,0,0.00,0.000
-11.518559,Slade Cecconi,27,CLE,SP,26,0,.000,0,0,0,0,26,146.0,5,0,119,4.93,1.253
-11.590199,Joe Boyle,27,TB,SP/RP,25,0,.000,0,0,0,0,16,94.0,3,0,87,4.12,1.255
-11.62026,Cole Young,23,SEA,2B,95,324,.222,8,36,4,38,0,0.0,0,0,0,0.00,0.000
-11.631769,Amed Rosario,31,NYY,3B,70,262,.256,6,30,6,30,0,0.0,0,0,0,0.00,0.000
-11.652116,Louis Varland,29,TOR,RP,62,0,.000,0,0,0,0,0,67.0,5,3,63,4.57,1.299
-11.699405,Adrian Del Castillo,27,ARI,DH,69,241,.245,8,32,4,30,0,0.0,0,0,0,0.00,0.000
-11.728365,PJ Poulin,30,WSH,RP,60,0,.000,0,0,0,0,0,59.0,3,4,53,3.81,1.271
-11.729105,Colby Thomas,25,ATH,OF,69,241,.232,8,31,5,33,0,0.0,0,0,0,0.00,0.000
-11.743116,Hoby Milner,35,CHC,RP,61,0,.000,0,0,0,0,0,61.0,3,1,53,3.69,1.180
-11.768106,Adrian Houser,33,SF,SP,25,0,.000,0,0,0,0,25,139.0,6,0,103,4.27,1.381
-11.782333,Dylan Moore,34,PHI,2B/OF,63,219,.219,8,26,10,30,0,0.0,0,0,0,0.00,0.000
-11.800583,Jack Dreyer,27,LAD,RP,40,0,.000,0,0,0,0,0,42.0,2,2,39,3.00,1.071
-11.813678,Brennan Bernardino,34,COL,RP,58,0,.000,0,0,0,0,0,57.0,3,3,52,3.63,1.263
-11.846261,Drew Gilbert,26,SF,OF,85,278,.223,8,33,5,35,0,0.0,0,0,0,0.00,0.000
-11.851667,Taj Bradley,25,MIN,SP/RP,32,0,.000,0,0,0,0,17,108.0,5,0,113,4.92,1.306
-11.877267,Edgar Quero,23,CWS,C/DH,92,323,.260,6,34,2,32,0,0.0,0,0,0,0.00,0.000
-11.881047,Juan Mejia,26,COL,RP,63,0,.000,0,0,0,0,0,64.0,2,4,64,3.94,1.250
-11.882583,Jonny DeLuca,28,TB,OF,67,240,.246,6,27,9,28,0,0.0,0,0,0,0.00,0.000
-11.93407,Yoan Moncada,31,LAA,3B,75,267,.243,8,29,4,34,0,0.0,0,0,0,0.00,0.000
-11.98466,Richard Fitts,27,STL,SP/RP,31,0,.000,0,0,0,0,16,102.0,2,0,80,3.88,1.235
-11.995769,Randal Grichuk,35,NYY,OF/DH,62,244,.246,9,30,2,33,0,0.0,0,0,0,0.00,0.000
-12.019346,Justin Lawrence,32,PIT,RP,58,0,.000,0,0,0,0,0,59.0,3,2,55,3.66,1.254
-12.022722,Kody Clemens,30,MIN,1B/2B/OF,68,248,.226,10,31,4,31,0,0.0,0,0,0,0.00,0.000
-12.040486,Randy Vasquez,28,SD,SP,26,0,.000,0,0,0,0,26,139.0,6,0,93,4.27,1.360
-12.093716,Steven Okert,35,HOU,RP,62,0,.000,0,0,0,0,0,62.0,3,1,62,4.06,1.194
-12.119921,Luis Matos,24,SF,OF,69,260,.231,8,31,5,32,0,0.0,0,0,0,0.00,0.000
-12.198461,Gary Sanchez,34,MIL,C,65,228,.228,9,34,3,29,0,0.0,0,0,0,0.00,0.000
-12.247399,Tommy Kahnle,37,BOS,RP,67,0,.000,0,0,0,0,0,67.0,1,2,61,3.49,1.194
-12.250692,Will Benson,28,CIN,OF,63,212,.226,9,28,6,29,0,0.0,0,0,0,0.00,0.000
-12.26092,Hurston Waldrep,24,ATL,SP,15,0,.000,0,0,0,0,15,87.0,5,0,69,4.24,1.299
-12.296301,Cole Winn,27,TEX,RP,59,0,.000,0,0,0,0,0,64.0,2,3,53,3.94,1.172
-12.330332,Luis Campusano,28,SD,,88,300,.213,8,34,5,36,0,0.0,0,0,0,0.00,0.000
-12.44703,Wandy Peralta,35,SD,RP,60,0,.000,0,0,0,0,0,59.0,3,2,48,3.66,1.237
-12.468123,Graham Ashcraft,28,CIN,RP,56,0,.000,0,0,0,0,1,63.0,6,3,52,4.43,1.397
-12.492193,Everson Pereira,25,CWS,OF,72,259,.220,8,31,6,31,0,0.0,0,0,0,0.00,0.000
-12.510434,Jacob Webb,33,CHC,RP,50,0,.000,0,0,0,0,0,50.0,3,1,46,3.60,1.180
-12.51695,Brendon Little,30,TOR,RP,55,0,.000,0,0,0,0,0,53.0,3,2,52,3.57,1.283
-12.534236,Andrew Painter,23,PHI,SP/RP,27,0,.000,0,0,0,0,19,108.0,6,0,95,4.50,1.389
-12.587398,Erik Miller,28,SF,RP,63,0,.000,0,0,0,0,0,61.0,3,0,55,3.25,1.295
-12.600323,Rob Refsnyder,35,SEA,OF/DH,64,217,.249,7,29,4,29,0,0.0,0,0,0,0.00,0.000
-12.600403,Sean Newcomb,33,CWS,SP/RP,46,0,.000,0,0,0,0,9,89.0,3,0,77,3.94,1.292
-12.614751,David Morgan,27,SD,RP,62,0,.000,0,0,0,0,0,63.0,2,0,58,3.43,1.206
-12.632612,Andres Chaparro,27,WSH,1B,78,265,.226,8,30,5,32,0,0.0,0,0,0,0.00,0.000
-12.64738,Alek Manoah,28,LAA,SP,18,0,.000,0,0,0,0,18,98.0,3,0,90,4.32,1.276
-12.672913,Griffin Canning,30,SD,SP,15,0,.000,0,0,0,0,15,85.0,5,0,77,4.34,1.341
-12.69125,Lake Bachar,31,MIA,RP,54,0,.000,0,0,0,0,0,55.0,3,3,52,3.93,1.273
-12.696205,Mason Montgomery,26,PIT,RP,59,0,.000,0,0,0,0,0,60.0,2,2,62,3.75,1.250
-12.713385,Kumar Rocker,27,TEX,SP,22,0,.000,0,0,0,0,22,118.0,3,0,106,4.35,1.314
-12.728931,Thomas Saggese,24,STL,2B/SS,80,296,.230,7,31,5,33,0,0.0,0,0,0,0.00,0.000
-12.735775,Spencer Bivens,32,SF,RP,62,0,.000,0,0,0,0,0,68.0,3,1,53,3.71,1.250
-12.737597,Julian Fernandez,31,WSH,RP,61,0,.000,0,0,0,0,0,61.0,3,1,51,3.98,1.180
-12.738532,Chris Taylor,36,FA,OF,69,254,.220,7,30,6,33,0,0.0,0,0,0,0.00,0.000
-12.744603,Harry Ford,23,WSH,C,107,239,.234,8,29,4,31,0,0.0,0,0,0,0.00,0.000
-12.746338,Matt Festa,33,CLE,RP,59,0,.000,0,0,0,0,0,59.0,3,2,55,4.12,1.220
-12.823215,Ryne Stanek,35,STL,RP,55,0,.000,0,0,0,0,0,55.0,4,3,56,4.42,1.309
-12.92081,Eric Lauer,31,TOR,RP,41,0,.000,0,0,0,0,4,62.0,5,0,58,4.35,1.290
-12.952682,Colt Emerson,21,SEA,SS,78,288,.233,6,30,5,34,0,0.0,0,0,0,0.00,0.000
-12.975217,Jorge Mateo,31,ATL,SS,61,205,.224,6,21,12,27,0,0.0,0,0,0,0.00,0.000
-12.980673,Adbert Alzolay,31,NYM,RP,61,0,.000,0,0,0,0,0,59.0,3,1,50,3.81,1.220
-12.993283,Tyler Phillips,29,MIA,RP,62,0,.000,0,0,0,0,0,69.0,3,3,52,4.30,1.217
-12.999431,Yennier Cano,32,BAL,RP,52,0,.000,0,0,0,0,0,50.0,3,3,46,3.78,1.280
-13.050724,Ben Williamson,26,TB,3B,76,277,.242,5,27,5,36,0,0.0,0,0,0,0.00,0.000
-13.052309,Ezequiel Duran,27,TEX,1B/SS,76,264,.239,6,27,7,29,0,0.0,0,0,0,0.00,0.000
-13.065645,Max Meyer,27,MIA,SP/RP,28,0,.000,0,0,0,0,21,124.0,4,0,111,4.65,1.323
-13.069398,Keibert Ruiz,28,WSH,C,82,296,.236,7,35,2,30,0,0.0,0,0,0,0.00,0.000
-13.074018,Adael Amador,23,COL,2B,80,274,.223,8,29,6,30,0,0.0,0,0,0,0.00,0.000
-13.165297,Mauricio Dubon,32,ATL,2B/SS/3B/OF,71,257,.253,5,27,4,33,0,0.0,0,0,0,0.00,0.000
-13.19001,A.J. Puk,31,ARI,RP,28,0,.000,0,0,0,0,0,29.0,2,6,30,3.72,1.172
-13.198186,Ramon Urias,32,STL,2B/3B,65,239,.243,7,30,3,29,0,0.0,0,0,0,0.00,0.000
-13.255608,Corbin Burnes,32,ARI,SP,7,0,.000,0,0,0,0,7,39.0,2,0,37,2.77,1.103
-13.302894,Chris Paddack,30,MIA,SP,25,0,.000,0,0,0,0,25,135.0,5,0,129,5.13,1.319
-13.308183,Jalen Beeks,33,TEX,RP,51,0,.000,0,0,0,0,0,51.0,4,2,44,4.24,1.255
-13.308478,Nick Mears,30,KC,RP,60,0,.000,0,0,0,0,0,59.0,3,1,55,4.12,1.220
-13.329664,Oswaldo Cabrera,27,NYY,3B,68,241,.237,7,27,4,32,0,0.0,0,0,0,0.00,0.000
-13.36606,Luisangel Acuna,24,CWS,2B,62,203,.241,7,22,7,28,0,0.0,0,0,0,0.00,0.000
-13.375079,Logan Allen,28,CLE,SP/RP,26,0,.000,0,0,0,0,21,119.0,7,0,98,4.54,1.445
-13.401969,Drey Jameson,29,ARI,RP,55,0,.000,0,0,0,0,0,55.0,3,4,42,3.76,1.327
-13.405466,Huascar Brazoban,37,NYM,RP,54,0,.000,0,0,0,0,0,56.0,2,2,51,3.70,1.232
-13.447325,Cole Sulser,36,TB,RP,48,0,.000,0,0,0,0,0,51.0,3,1,43,3.71,1.216
-13.485291,Joel Peguero,29,SF,RP,64,0,.000,0,0,0,0,0,65.0,1,0,53,3.46,1.154
-13.544485,Dietrich Enns,35,BAL,RP,51,0,.000,0,0,0,0,0,59.0,3,2,55,3.97,1.305
-13.597551,Martin Perez,35,ATL,SP,18,0,.000,0,0,0,0,18,101.0,3,0,76,4.10,1.297
-13.609813,Matt Vierling,30,DET,OF,65,235,.243,6,27,5,28,0,0.0,0,0,0,0.00,0.000
-13.617651,Tommy Nance,35,TOR,RP,57,0,.000,0,0,0,0,0,57.0,2,0,48,3.63,1.158
-13.685331,Jeremiah Jackson,26,BAL,OF,61,230,.248,7,27,3,28,0,0.0,0,0,0,0.00,0.000
-13.688842,Grant Taylor,24,CWS,RP,66,0,.000,0,0,0,0,2,73.0,2,3,78,4.32,1.329
-13.68969,Ryan Brasier,39,TEX,RP,51,0,.000,0,0,0,0,0,51.0,3,0,43,3.88,1.157
-13.746337,Tyler Anderson,37,FA,SP,28,0,.000,0,0,0,0,27,151.2,5,0,119,4.52,1.389
-13.798136,Dane Myers,30,CIN,OF,67,226,.235,5,29,5,29,0,0.0,0,0,0,0.00,0.000
-13.828296,Kyle Hendricks,37,FA,SP,29,0,.000,0,0,0,0,27,147.0,6,0,100,4.87,1.313
-13.895289,Andrew Nardi,28,MIA,RP,51,0,.000,0,0,0,0,0,49.0,2,2,54,4.04,1.224
-13.933413,Brock Burke,30,CIN,RP,64,0,.000,0,0,0,0,0,63.0,3,1,57,4.14,1.270
-13.94866,Nick Fortes,30,TB,C,88,276,.228,7,29,4,30,0,0.0,0,0,0,0.00,0.000
-13.949205,Carmen Mlodzinski,27,PIT,SP/RP,33,0,.000,0,0,0,0,8,68.0,1,0,60,3.44,1.235
-13.956721,Aaron Bummer,33,ATL,RP,60,0,.000,0,0,0,0,0,60.0,3,1,60,4.20,1.283
-14.000413,Anthony Banda,33,MIN,RP,56,0,.000,0,0,0,0,0,56.0,2,4,49,4.02,1.286
-14.015047,Tyler Locklear,26,ARI,1B,67,237,.224,8,26,5,28,0,0.0,0,0,0,0.00,0.000
-14.057518,Lance McCullers,33,HOU,SP/RP,25,0,.000,0,0,0,0,17,96.0,5,0,98,4.88,1.375
-14.061265,Masataka Yoshida,33,BOS,DH,55,200,.260,5,27,4,24,0,0.0,0,0,0,0.00,0.000
-14.072641,Kyle Karros,24,COL,3B,74,263,.228,6,27,4,34,0,0.0,0,0,0,0.00,0.000
-14.074597,Konnor Pilkington,29,DET,RP,56,0,.000,0,0,0,0,0,58.0,2,0,50,3.72,1.190
-14.075727,Tim Hill,36,NYY,RP,66,0,.000,0,0,0,0,0,66.0,3,2,43,3.82,1.288
-14.101696,Hunter Feduccia,29,TB,C,72,224,.228,7,26,5,28,0,0.0,0,0,0,0.00,0.000
-14.160039,Robert Hassell,25,WSH,OF,68,239,.230,7,25,5,29,0,0.0,0,0,0,0.00,0.000
-14.237433,Brent Suter,37,LAA,RP,65,0,.000,0,0,0,0,0,65.0,2,1,52,3.88,1.231
-14.249795,Andrew Heaney,35,FA,SP,22,0,.000,0,0,0,0,22,116.0,4,0,101,4.73,1.328
-14.310979,Andrew Chafin,36,FA,RP,48,0,.000,0,0,0,0,0,48.0,2,2,47,3.56,1.292
-14.323567,Sam Hentges,30,SF,RP,53,0,.000,0,0,0,0,0,51.0,2,0,47,3.71,1.176
-14.325136,Spencer Arrighetti,26,HOU,SP/RP,26,0,.000,0,0,0,0,15,91.0,4,0,87,4.65,1.341
